file_name,title,description,topics,keywords,contentType,contentSubType
36452808-6a1b-ba27-7f4e-12e9b421a4b4.json,Kr00k - Security Now 756,this was uploaded by jonny. Podcast!!!!,['Cyber Education Hub->Technology Stacks And Vulnerabilities->Cloud Computing'],"['security', 'podcast']",Web Resource,YouTube
40546989-8e7b-463f-8a09-d6cdde0ec746.json,What Are Databases and Why You Need Them,A Yavapai College student explains the benefits of using library databases for research over searching the web.,['Cyber Education Hub->Technology Stacks And Vulnerabilities'],[],Web Resource,YouTube
652400df-a209-459e-807e-721afaff809e.json,Cybersecurity Credentials Collaborative (C3),"Mission: To provide awareness of and advocacy for vendor-neutral credentials in information security, privacy, and related IT disciplines. To advance the craft and practice of certification program development and to provide a forum to collaborate on matters of shared concern. ",['Cyber Education Hub->Defense And Security Concepts->Tech Maintenance Tools And Techniques'],[],Web Resource,Web Page
48931974-820f-4bc0-971e-e2b714ff7de7.json,Simplifying Disaster Recovery with VMware,"Rory Choudhuri, Sr. Product Marketing Mgr at VMware discusses options to protect your IT infrastructure from any potential disasters.",['Cyber Education Hub->Defense And Security Concepts->Security Tools And Techniques'],[],Web Resource,YouTube
9282105d-7935-4351-9c8a-96d702990f6c.json,Attribution of Malicious Cyber Incidents,"Attribution of malicious cyber activities is a deep issue about which confusion and disquiet canbe found in abundance. Attribution has many aspects�technical, political, legal, policy, and soon. A number of well-researched and well-executed papers cover one or more of these aspects, butintegration of these aspects is usually left as an exercise for the analyst. This paper distinguishesbetween attribution of malicious cyber activity to a machine, to a specific human being pressingthe keys that initiate that activity, and to a party that is deemed ultimately responsible for thatactivity. Which type of attribution is relevant depends on the goals of the relevant decisionmaker.Further, attribution is a multidimensional issue that draws on all sources of informationavailable, including technical forensics, human intelligence, signals intelligence, history, andgeopolitics, among others. From the perspective of the victim, some degree of factual uncertaintyattaches to any of these types of attribution, although the last type�attribution to an ultimatelyresponsible party�also implicates to a very large degree legal, policy, and political questions. Butfrom the perspective of the adversary, the ability to conceal its identity from the victim with highconfidence is also uncertain. It is the very existence of such risk that underpins the possibility ofdeterring hostile actions in cyberspace.",['Cyber Education Hub->Defense And Security Concepts->Defense Activities'],[],Web Resource,PDF
32142153-5b0c-4c36-a942-aede0b64ab06.json,The Blockchain & Bitcoin - Computerphile,"Blockchain is the underlying technology behind cryptocurrencies bringing together Merkle trees, Hashing & Distributed Architecture. Christopher Ellis explains.",['Cyber Education Hub->Technology Stacks And Vulnerabilities->Cloud Computing'],[],Web Resource,YouTube
52528e87-09e4-43dc-83a8-5d5fe491ffdd.json,Meet USAF�s Most Widely Spread Cyber Weapon System,"?Every single day, the cyber warriors at the 33rd Network Warfare Squadron come face to face�keystroke to keystroke�with hundreds of attacks against the service�s main and massive network.To help them accomplish the squadron's mission to defend the full Air Force Network (AFNET)�which the service uses for daily business, like emails and file sharing�it operates and relies on a special sidekick, the Air Force Cyberspace Defense (ACD) weapon system. The $543 million, custom-built suite of devices and programs is deployed throughout the AFNET ecosystem, always watching it, ever reactive to suspicious activity it recognizes.",['Cyber Education Hub->Defense And Security Concepts->Tech Maintenance Tools And Techniques'],[],Web Resource,Web Page
824750c3-5dce-4475-acc4-847714a80459.json,What is Risk Attitude and Why Does it Matter?,"Hillson, D. [RiskDoctorVideo]. (2018, July 23). 55 What is risk attitude and why does it matter? [Video]. YouTube. https://www.youtube.com/watch?v=V8k2LFm2bwo

7 minutes, 20 seconds",['Acquisition Hub->Program Management->Technical->Project Risk Management'],"['risk', 'risk management', ' risk attitude', 'threat', ' opportunity', 'uncertainty', ' future', 'consequence', 'objective']",File,Video
93518990-ce04-44c1-8751-f573c765a658.json,ENG 101 Fundamentals of Systems Engineering,"This course is a technically rigorous, comprehensive introduction to Systems Engineering and the various Technical Management and Technical Processes involved in its application. Based around the Systems Engineering processes outlined in the Defense Acquisition Guidebook (DAG), this course provides the essential foundations needed for systems engineers and others to effectively participate in the application and the management of DoD Systems Engineering processes and their related activities.","['Policy', 'Cloud Computing', 'Technology Stacks And Vulnerabilities', 'Exploit Tools And Techniques', 'Actors And Agendas', 'Defense And Security Concepts', 'Leadership Perspectives', 'Acquisition Hub->Program Management', 'Acquisition Hub->Program Management->Business Architecture', 'Acquisition Hub->Program Management->Technical', 'Acquisition Hub->Engineering', 'Acquisition Hub->Engineering->Agreement Processes', 'Acquisition Hub->Engineering->Organizational Project Enabling Processes', 'Acquisition Hub->Engineering->Technical Processes', 'Acquisition Hub->Engineering->Technical Management Processes']","['eng 10', 'fundamentals of systems engineering', 'system engineering', 'dau', 'systems engineering processes', 'defense acquisition guidebook', 'dag', 'systems engineers', 'dod systems engineering processes']",Web Resource,Web Page
66979210-6026-4788-8b85-4dd4f82d9f05.json,DEF CON 20 - Michael Perklin - Anti-Forensics and Anti-Anti-Forensics,"Anti-Forensics and Anti-Anti-Forensics: Attacks and Mitigating Techniques for Digital-Forensic InvestigationsMichael PerklinDigital investigations may be conducted differently by various labs (law enforcement agencies, private firms, enterprise corporations) but each lab performs similar steps when acquiring, processing, analyzing, or reporting on data. This talk will discuss techniques that criminals can use to throw wrenches into each of these steps in order to disrupt an investigation, and how they can even force evidence to be excluded from litigation. Each of these techniques can be detected early by an investigator who is aware of them, and they can be avoided if you know what to look for. Come learn about Anti-Forensic techniques, and the Anti-Anti-Forensic techniques that mitigate them.Michael Perklin is a Senior Investigator and has performed digital-forensic examinations on over a thousand devices. Michael is a member of the High Technology Crime Investigations Association, a professor of digital forensics at Sheridan College, and is currently writing his thesis paper on anti-forensic techniques.",['Cyber Education Hub->Attack And Exploit Concepts->Attack Activities'],[],Web Resource,YouTube
727008fd-49ab-493d-aaa1-8d8d095cabc1.json,Another Forensics Blog: Timestomp MFT Shenanigans,"Time StompingTime Stomping is an Anti-Forensics technique. Many times, knowing when malware arrived on a system is a question that needs to be answered. If the timestamps of the malware has been changed, ie, time stomped, this can make it difficult to identify a suspicious file as well as answer the question, %22When%22",['Cyber Education Hub->Attack And Exploit Concepts'],['stomp'],Web Resource,Web Page
090607bd-2d5c-46bc-a5cc-e7d2bcef0bf5.json,Basics of Formal language | TOC | TOFL | THEORY OF COMPUTATION | AUTOMATA THEORY | part-5,"This video contains the basic of Formal language and will tell what this subject is all about, which will help you in various competitive exams like GATE , NET, PSU'S etc",['Cyber Education Hub->Technology Stacks And Vulnerabilities'],[],Web Resource,YouTube
36182252-3e5c-46bf-972c-8caa07d4a5c6.json,Destroying Windows XP With Viruses,In This Video I'm going to pump Windows XP full of viruses until it's been destroyed.DO NOT DO ANYTHING I DO IN THIS VIDEO IT WILL DESTORY ANY COMPUTER YOU DO IT ON!!!,['Cyber Education Hub->Technology Stacks And Vulnerabilities'],[],Web Resource,YouTube
52040a35-3b89-445b-9944-fd82e626ebea.json,Managing Cyber Risk With an Enterprise Risk Management (ERM) Approach,"Ann Myhr, CPCU, a senior director of Knowledge Resources at The Institutes, spoke at RIMS 2015 about how to take an enterprise risk management (ERM) approach to cyber risk.  In her presentation, Ann discusses how taking an ERM approach to cyber risk and expanding the responsibility for identifying and controlling cyber threats beyond the IT department can help protect businesses� important data.",['Cyber Education Hub->Leadership Perspectives'],[],Web Resource,YouTube
44266912-3cb0-4f4b-82ae-5959fc6d2dd4.json,The Central Processing Unit (CPU): Crash Course Computer Science #7,"Today we�re going to build the ticking heart of every computer - the Central Processing Unit or CPU. The CPU�s job is to execute the programs we know and love - you know like GTA V, Slack... and Power Point. To make our CPU we�ll bring in our ALU and RAM we made in the previous two episodes and then with the help of Carrie Anne�s wonderful dictation (slowly) step through some clock cycles. WARNING: this is probably the most complicated episode in this series, we watched this a few times over ourselves, but don't worry at about .03Hz we think you can keep up. ",['Cyber Education Hub->Technology Stacks And Vulnerabilities->Embedded Systems'],[],Web Resource,YouTube
821768df-9c13-4cb3-8517-8ea2b72ee1b2.json,USAWC Strategic Cyberspace Operations Guide,"Overview of Information OperationsThis publication provides a guide for U.S. Army War College students to understand design,planning, and execution of cyberspace operations at combatant commands (CCMDs), joint taskforces (JTFs), and joint functional component commands. It combines existing U.S. GovernmentUnclassified and %22Releasable to the Public%22 documents into a single guide. ","['Cyber Education Hub->Law And Doctrine->Law', 'Cyber Education Hub->Leadership Perspectives', 'Cyber Education Hub->Policy And Strategy->Strategy']","['cyber', 'operations', 'strategy']",Web Resource,PDF
68851389-604b-4563-9dd5-53f5cba6e35e.json,Current Challenges in Cyber Operations,"Panelists  discuss some of the conclusions and implications of Tallinn 2, take stock of where we stand and what challenges remain.",['Cyber Education Hub->Leadership Perspectives'],[],Web Resource,YouTube
a1b801df-b6c7-4372-97f5-d58e292582f0.json,What is the Internet?,"What is the internet?  Short answer: a distributed packet-switched network.  This is the introduction video to the series, %22How the Internet Works%22.  Vint Cerf, one of the %22fathers of the internet%22 explains the history of how the net and how no one person or organization is really in charge of it. ",['Cyber Education Hub->Technology Stacks And Vulnerabilities'],[],Web Resource,YouTube
a1bf216d-b648-4b74-9748-ef642cc54eec.json,SEBoK,"The Guide to the Systems Engineering Body of Knowledge (SEBoK) is a living, authoritative guide of the Systems Engineering discipline.","['Acquisition Hub->Program Management->Technical->Project Systems Engineering Management', 'Acquisition Hub->Logistics->Supply Chain Management->Sustaining / Systems Engineering']","['body of knowledge', 'community', 'curriculum', 'design', 'development', 'enginieering', 'foundation', 'history', 'implementation', 'knowledge', 'model based systems engineering', 'project management', 'references', 'software engineering', 'systems', 'systems engineering', 'systems thinking']",Web Resource,Web Page
61158801-d70b-485b-a715-b13c0b3a096d.json,Honeypots,"Honeypots are used to detect or deflect attacks against network assets. In this introduction I discuss what honeypots are, how I've used them, and how to set them up.",['Cyber Education Hub->Attack And Exploit Concepts'],[],Web Resource,YouTube
77152765-d9dd-4d0a-baf8-19a41767325e.json,Digitization and cyber disruption in oil and gas,Cyber threats and digitization through IIOT in oil and gas,"['Cloud Computing', 'Embedded Systems', 'Attack And Exploit Concepts']","['ics', 'scada', 'gas', 'industry', 'iot', 'oil']",Web Resource,PDF
a01c7131-74a4-4570-9144-fba3fe34c0ae.json,Digital Engineering Strategy and Implementation,Describes the DoD's digital engineering stragey and implementation.,['Acquisition Hub->Engineering'],['digital engineering'],Web Resource,PDF
a2ca70d8-b3f5-f808-372e-e90ae7a24e05.json,Classroom Presentation part 3,Part 3 of a classroom presentation by TSgt Joe Glorso of the 339th Recruiting Squadron,"['Recruiter Hub->IMPACT Sales Presentation Techniques', 'Recruiter Hub->Lead Generation', 'Recruiter Hub->Lead Prospecting']","['classroom presentation', 'school visit', '339 rcs', '360 rcg', 'afrs', 'recruiting', 'recruiter', 'training']",Web Resource,YouTube
66406077-4d94-4f3d-a978-527932de4be7.json,DEFCON 14: Fighting Organized Cyber Crime -- War Stories and Trends,"As one of the pioneers of partnerships for the FBI, Thomas X. Grasso, Jr. of the FBI's Cyber Division will outline how the FBI has taken this concept from rhetoric to reality over the past 5 years. This presentation will explore how the mantra %22make it personal%22 has aided the FBI in forging exceptional alliances with key stake holders from industry, academia and ln a enforcement both domestically and abroad. This presentation will also outline how such collaborations have helped to proactively advance the fight against an increasingly international and organized, cyber crime threat.",['Cyber Education Hub->Actors And Agendas->Criminals'],[],Web Resource,YouTube
57833423-d4a4-454a-ad70-306d14c49016.json,What do I do as a Software Engineer?,"In today�s video I dive in to the specifics of what I do ay my job by talking about my role and responsibilities as a Software Engineer. Its also important to note that every Software Engineering job is different depending on the role, the company, and the person in that role. Let us know in the comments what your day and responsibilities a a software engineer are!",['Cyber Education Hub->Engineering And Development->DevSecOps'],[],Web Resource,YouTube
a8db6af2-e88d-464f-84be-f61337bed653.json,The Protection of Information in Computer Systems,Security and Privacy on the Internet,"['Technology Stacks And Vulnerabilities', 'Defense And Security Concepts']","['computer systems', 'information', 'internet', 'privacy', 'security']",Web Resource,Web Page
a2f4d5b9-d4c8-442e-9a1c-351c784feb85.json,Services Acquisition Step Four - Requirements Definition,DAU video explaining the Requirements Defnition step of the 7-step Services Acquisition process,"['Acquisition Hub->Program Management->Business Architecture->Acquisition of Services', 'Acquisition Hub->Engineering->Technical Processes->Stakeholder Needs and Requirements Definition']","['services acquisition', 'services', 'requirements', 'services 7-step process']",Web Resource,Web Page
a07e1136-296e-449b-a63e-8589f00014cc.json,Why People Still Fall for Phishing Scams, ,['Cyber Education Hub'],[],Web Resource,YouTube
73676711-44aa-4510-9783-246fd4bc5a40.json,How to Hack NETGEAR ROUTER EASIEST WAY ..,Namaste Dosto here i will show how to easy hack any netgear routers passwors and change the seeting easily ......THanks...,['Cyber Education Hub->Technology Stacks And Vulnerabilities'],[],Web Resource,YouTube
a8d0cc6e-5b81-4ed4-af59-994d08ea6fae.json,Cybersecurity 101,"The Internet is fundamentally insecure. However, there are simple things you can do to protect yourself and your information. Learn what they are in NOVA�s Cybersecurity Lab.Play the Cybersecurity Lab: http://www.pbs.org/wgbh/nova/labs/lab/cyber/","['Cyber Education Hub->Defense And Security Concepts', 'Cyber Education Hub->Technology Stacks And Vulnerabilities']",['cybersecurity'],Web Resource,YouTube
a6c9d4fd-fe19-4287-b962-dabb3307cf35.json,Packet Sniffing with the Raspberry Pi,"All the details including the shell script, python script and the USB to Ethernet model numbers can be found on my blog post about this project here: http://jamesdotcom.com/?p=400",['Cyber Education Hub->Attack And Exploit Concepts'],[],Web Resource,YouTube
4901600c-e57a-7fe7-9c6e-e130d09a298b.json,Air Force touts Digital U tech reskilling effort,"The Air Force is taking a servicewide approach to reskilling with its ""Digital U"" program.

Air Force Deputy CIO Bill Marion said that initiatives like Digital U were part of the service's push to train all personnel in cyber capabilities, unlike other government programs like the Federal Cyber Reskilling Academy that targeted reskilling individuals who displayed technical aptitude.

""The Digital Air Force isn't just about the cyber professionals and the IT professionals, it's the flight-line technicians running field diagnostics. It's the financial managers, who are running analytics on a budgetary process or it could be AI or data smarts in fields that don't traditionally get tech training,"" Marion said at a Feb. 18 Scoop News event.

In July 2019, the Air Force published a white paper laying out its ""Digital Air Force"" strategy to overhaul its IT systems, better coordinate warfighting decisions across domains and improve its abilities to share and manage data.",['DevSecOps Hub->USAF Organizations'],[],Web Resource,Web Page
a9fe5dfb-bf18-c105-29f8-f45b1e78f352.json,Fleet Credit Card,Basic rules on using the GSA Fleet WEX credit card.  Video can also be found on GSA fleet drive-thru under the Training section,['Recruiter Hub->General'],"['fleet', 'gsa', 'gmv', 'gov', 'jack head', '339 rcs', '360 rcg', 'afrs', 'recruiting', 'recruiter']",Web Resource,YouTube
a3a94c59-ba61-4063-90c0-59f83e26eab7.json,Top 5 Facts about the Internet of Things,"Because of the Internet of Things, more electronic devices are being connected to the Internet, and they're talking to each other behind your back.  Welcome to WatchMojo's Top 5 Facts. Today, we�re taking a look at the Internet of Things and how it's becoming a major part of our lives, in ways you probably didn't know. ",['Cyber Education Hub->Technology Stacks And Vulnerabilities->Cloud Computing'],[],Web Resource,YouTube
a1fc0ebb-3b23-44b6-b1a4-d76baf687b6b.json,The Most Dangerous Town on the Internet - Where Cybercrime Goes to Hide,"Norton explores the secret world of bulletproof hosting that�s hidden deep in underground bunkers, isolated at sea, and spread across the Web. Uncover the threats that lie within these services, such as botnets, malware, ransomware, and the black market, and learn how to protect yourself in �The Most Dangerous Town on the Internet � Where Cybercrime Goes to Hide�","['Criminals', 'Attack And Exploit Concepts']","['cybercrime', 'hackers', 'internet']",Web Resource,YouTube
a14f2de1-358e-4b35-8a83-8158f9c3c64d.json,"'Degrade, Disrupt, Deceive': U.S. Talks Openly About Hacking Foes | WIRED","There was a time, not all that long ago, when the U.S. military wouldn't even whisper about its plans to hack into opponents' networks. Now America's armed forces can't stop talking about it.","['Law', 'Attack And Exploit Concepts']","['air force', 'info war']",Web Resource,Web Page
a26bc21c-3d53-f570-5a5a-940797605c26.json,The Air Force Software Revolution - Air Force Magazine,The Air Force Revolution- Air Force Magazine,"['DevSecOps Hub->Opportunities->Job Opportunities', 'DevSecOps Hub->USAF Organizations->BESPIN', 'DevSecOps Hub->USAF Organizations->Kessel Run', 'DevSecOps Hub->USAF Organizations->Kobayashi Maru', 'DevSecOps Hub->USAF Organizations->SpaceCAMP']","['opportunities', 'air force', 'software factories', 'software', 'kessel run', 'bespin', 'space camp', 'level up', 'kobayashi maru', 'afit']",Web Resource,Web Page
a3ad3d97-ee0e-4914-a0cc-3e04ac15ead1.json,Python for Pentesters,Pentester Academy,['Cyber Education Hub'],[],Web Resource,Web Page
a2d374a1-1201-4cc1-8935-827cfc14e8e6.json,What is information?,"Information is on our phones and in our DNA sequence, but what is it exactly? Is it something subjective or a real quantity?",['Cyber Education Hub->Technology Stacks And Vulnerabilities'],[],Web Resource,YouTube
a1e730a4-c7a8-4cec-8823-69766221ac4c.json,Containerization (Docker),Introduction to containerization and uses at Hill AFB.,['DevSecOps Hub->DevOps'],[],File,Video
a63aac5c-8e33-48ec-83b5-ac7bbc072700.json,Critical Thinking Model 1,To Analyze Thinking We Must Identify and Question its Elemental Structures ,['Cyber Education Hub->Defense And Security Concepts'],"['critical thinking', 'understanding']",Web Resource,Web Page
a9ebb7b8-0f07-e427-eca3-2fb38e3f58fb.json,Microservice communication and integration: what are my options?,Microservice communication and integration: what are my options?,['DevSecOps Hub->USAF Organizations->Platform One'],"['jfokus', 'microservices']",Web Resource,YouTube
a11dc423-dd89-46c2-b3f3-ca8eecfd8d94.json,"Decade of War, Volume I: Enduring Lessons from the Past Decade of Operations","The Decade of War study is JCOA�s response to the Chairman of the Joint Chiefs of Staff�s callfor learning the lessons of the past decade of US military operations.1To conduct the study, theDecade of War study team reviewed 46 JCOA studies dating from the organization�s inceptionin 2003 through early 2012, examining over 400 findings, observations, and best practices inorder to identify enduring lessons that can inform future joint force development.2This reportcaptures the major themes of the first phase of the study.3The study findings were vettedthrough the Joint Staff J7-sponsored Decade of War working group in May 2012; input fromworking group members was consolidated into this report. Future phases of study are plannedto identify additional issues not captured in the initial body of work.","['Cyber Education Hub->Law And Doctrine->Law', 'Cyber Education Hub->Leadership Perspectives']","['cyber', 'joint', 'operations']",File,PDF
61126664-80b8-416b-8089-f5664e49dec7.json,Sensitive Data Examples,"Sensitive Information - Any data, electronic or physical copy, of which the compromise with respect to confidentiality, integrity, and/or availability could have a material adverse effect on Weber State University interests, the conduct of University programs or the privacy to which individuals are entitled.  Examples of such data would include that data protected by the Government Records Access and Management Act (GRAMA), Family Education Rights and Privacy Act (FERPA), Gramm-Leach-Bliley Act (GLBA) or other laws governing the use of data or data that has been deemed by the University as requiring protective measures.",['Cyber Education Hub->Policy And Strategy->Policy'],[],Web Resource,Web Page
21199889-a773-4de7-a840-36106bcdafd7.json,Wireshark Tutorial for Beginners,"A Wireshark tutorial for beginners that shows users how to track network activity, view specific frame, tcp, ip and http information, view specific packets being sent and received on the network, view information within those packets and spot malicious or suspicious network behavior.",['Cyber Education Hub->Defense And Security Concepts->Tech Maintenance Tools And Techniques'],[],Web Resource,YouTube
a66bbb91-c7f2-4f1f-ade4-f9ccafdf5ac1.json,HOW TO HACK A ROUTER REMOTELY -  MILLIONS OF ROUTERS STILL VULNERABLE 2016,exploiting rom-0 vulnerability and hack a router remotely.This video is for educational purpose only.,['Cyber Education Hub->Technology Stacks And Vulnerabilities'],[],Web Resource,YouTube
a93cc41c-ffc5-4919-bb04-e67e97520aad.json,Small Business Innovation Research,How Small Business Innovation Research Can Help Solve Your Biggest Challenges,"['Acquisition Hub->Logistics', 'Acquisition Hub->Logistics->Design for Support->Engineering and Manufacturing Development', 'Acquisition Hub->Logistics->Plan for Support->Material Solution Analysis', 'Acquisition Hub->Logistics->Plan for Support->Technology Development and Risk Reduction']","['afwerx', 'r&d', 'sbir', 'commercialization', 'development', 'innovation', 'research', 'small business', 'technology']",File,PDF
a77b73f3-733c-4caf-9027-ad6cd83ddf1e.json,Programming Loops vs Recursion - Computerphile,"Programming loops are great, but there's a point where they aren't enough. Professor Brailsford explains.",['Cyber Education Hub->Engineering And Development'],[],Web Resource,YouTube
a1624fee-1c99-47ec-8286-74f9795f174f.json,CSAF speech,"Video of Gen Goldfein talking first to Air War College students and then the Air University faculty.  There's some good stuff here - it's not often you get to hear the CSAF's thoughts directly.  And, he's a dynamic and (maybe I'm easily impressed) inspirational speaker.Specifically for acquisition professionals - he answers a question about #acquisition starting at the 2:21 mark of the video.  He also suggests he is driving the Air Force to more value 'institutional' assignments like instructing.  So, if any of you were inspired by your IPM 301 experience to want to teach the next generation of PMs, the CSAF is saying he's trying to make it so that it is a rewarding part of an AF career.","['Acquisition Hub->Program Management->Leadership', 'Acquisition Hub->Program Management->Leadership->Building Coalitions', 'Acquisition Hub->Program Management->Leadership->Enterprise-Wide Perspective', 'Acquisition Hub->Program Management->Leadership->Leading Change', 'Acquisition Hub->Program Management->Leadership->Leading People', 'Acquisition Hub->Program Management->Technical->Project Integration Management', 'Acquisition Hub->Program Management->Technical->Project Stakeholder Management', 'Acquisition Hub->Program Management->Leadership->Soft Skills', 'Acquisition Hub->Engineering->Agreement Processes->Acquisition']",['csaf acquisition leadership'],Web Resource,YouTube
a18aa3c4-6e19-6eda-49c6-71486f4c0332.json,Our Ecosystem at Work – Catalyst Campus for Technology and Innovation,"The Air Force Research Laboratory, Space Vehicles Directorate built a collaborative program platform, the Catalyst Space Accelerator, to rapidly onboard innovative space technologies developed by an untapped national resource of commercial entrepreneurs. The Catalyst Space Accelerator is a 12-week, semi-residential program that offers customer discovery opportunities for selected cohort companies as well as business development mentoring and networking opportunities.",['DevSecOps Hub->USAF Organizations->SpaceCAMP'],[],Web Resource,Web Page
a247bd34-63cb-4356-9915-d1c6d2d54b19.json,339th Planning Video,Overview of Planning for training purposes.,"['Recruiter Hub->General', 'Recruiter Hub->Planning']","['339', '339 rcs', 'time management', 'planning', 'calendar']",File,Video
a4e512e4-8fcb-4d86-8845-37a3eaa1ca22.json,ASP.NET and .NET Interview question video :- What is Authentication and Authorization ?,Authentication is the process where we identify who the user is.Authorization is the process where we check what kind of role and rights the identified user has. Below is the video which describes these two vocabularies in a precise manner.,['Cyber Education Hub->Defense And Security Concepts->Defense Activities'],[],Web Resource,YouTube
a919dc61-8e86-4f7f-85da-077e076331d9.json,Who has the ball?,"The purpose of this brief is to: 
Familiarize the Acquisition Team with pertinent documents common to most programs and
Identify who is ultimately responsible for individual program documents
",['Acquisition Hub->Engineering->Agreement Processes->Acquisition'],[],File,PPT
a25c9147-b2f9-45e9-8554-90f33469c853.json,Cyber-physical attacks and defences in the smart grid: a survey,"The smart grid is arguably one of the most complex cyber-physical systems (CPS). Complex security challengeshave been revealed in both the physical and the cyber parts of the smart grid, and an integrative analysis on the cyberphysical(CP) security is emerging. This paper provides a comprehensive and systematic review of the critical attackthreats and defence strategies in the smart grid. We start this survey with an overview of the smart grid security fromthe CP perspective, and then focuses on prominent CP attack schemes with significant impact on the smart gridoperation and corresponding defense solutions. With an in-depth review of the attacks and defences, we then discussthe opportunities and challenges along the smart grid CP security. We hope this paper raises awareness of the CPattack threats and defence strategies in complex CPS-based infrastructures such as the smart grid and inspiresresearch effort toward the development of secure and resilient CP infrastructures.",['Cyber Education Hub->Technology Stacks And Vulnerabilities->Embedded Systems'],"['ics', 'iot', 'scada', 'vulnerabilities']",Web Resource,Web Page
a568a2f2-fe82-41d3-ac65-1a193c6ca425.json,Cost modeling - A game changer for procurement decision makers | Beroe Webinar,"The prime focus of this webinar is to understand the benefits that can be achieved through a cost model analysis other than the standard usage of cost estimation techniques. During the webinar Beroe’s cost modeling expert, Aditi Dev along with Dr. JR Murti, a conditioned research expert with over 30 years of experience will present multiple cases, across industries, actual as well as hypothetical, to highlight the benefits of cost model in Supply Chain Management.",['Acquisition Hub->Program Management->Technical->Project Cost Management'],"['cost', 'model']",Web Resource,YouTube
a43281d3-40b6-46cb-8f88-91d79016983c.json,The Internet: Cybersecurity & Crime,"Google Security Princess Parisa Tabriz and Jenny Martin from Symantec introduce the most common types of cybercrime including viruses, malware, DDOS attacks and phishing scams.  ",['Cyber Education Hub'],[],Web Resource,YouTube
a6238e64-d348-439d-91f5-94869e1380ff.json,Cybersecurity Maturity Model Certification Challenges,https://www.acq.osd.mil/cmmc/draft.html This website contains the newly revealed draft Cybersecurity Maturity Model Certification (CMMC) Model. The CMMC Model is a set of cybersecurity standards established to assess the cybersecurity posture of defense industry companies. ,"['Cyber Education Hub->Defense And Security Concepts->Tech Maintenance Tools And Techniques', 'Cyber Education Hub->Policy And Strategy->Policy', 'Cyber Education Hub->Leadership Perspectives']","['acquisition', 'cybersecurity maturity model certification (cmmc)', 'mr. alan r. shaffer', 'ms. ellen m. lord', 'ousd a&s', 'ousd acquisition & sustainment', 'ousd acquisition and sustainment', 'sustainment']",Web Resource,Web Page
a54f10c7-9160-4c32-ae71-757efec0ba04.json,Netgear Advanced Wireless Security using a MAC filter,Lock down your wireless router using the MAC filter. Only allow the computers you choose to connect.,['Cyber Education Hub->Defense And Security Concepts->Tech Maintenance Tools And Techniques'],[],Web Resource,YouTube
a72ffc88-5f64-49fa-9081-6362c68e4ba0.json,Cyber Ethics: Emerging Issues & Evolving Laws,The Center on Law and Security and the American Bar Association Criminal Justice Section presented a discussion on ethics and cybercrime,['Cyber Education Hub->Law And Doctrine'],[],Web Resource,YouTube
a4614a79-2ddd-4cbd-a9ec-ac57958ae20f.json,Cyberspace Superiority,"The Airman seeks air superiority; the Sailor, maritime superiority.Does cyberspace superiority exist? Currently we have noclear consensus regarding that question. Some authors, such asRAND�s cyber expert Martin Libicki argue that �cybersupremacy ismeaningless and, as such, is not a proper goal for operational cyberwarriors.�1 The US Air Force disagrees, identifying cyberspace superiorityas a key concept. According to Air Force Doctrine Document(AFDD) 3-12, Cyberspace Operations, cyberspace superiority represents�the operational advantage in, through, and from cyberspace to conductoperations at a given time and in a given domain without prohibitiveinterference.�2 Joint doctrine takes the middle ground. Joint Publication1-02, Department of Defense Dictionary of Military and AssociatedTerms, includes definitions for air, maritime, and space superiority butnot cyber superiority. ","['Cyber Education Hub->Law And Doctrine->Law', 'Cyber Education Hub->Policy And Strategy->Strategy']","['cyberspace', 'domain', 'military', 'superiority']",Web Resource,PDF
a221b735-1715-4c80-b791-a89116344062.json,"CNET Update - Malware attacks App Store, Apple pulls infected apps","Hackers find a way to infect high-profile, trusted apps with malicious code. As Apple continues to be a tempting target for attacks, one firm offers a $1 million bounty to anyone that can hack iOS 9 -- and not tell Apple.",['Cyber Education Hub->Technology Stacks And Vulnerabilities'],[],Web Resource,YouTube
a81ada73-6a25-451c-8ecc-74f90ca61d58.json,How To Send Using DoD Safe Site,"This 'How To' details the process of sending someone Personally Identifiable Information, even if they don't have a government email or CAC using the SAFE site.","['Recruiter Hub->Applicant Processing', 'Recruiter Hub->General', 'Recruiter Hub->Dep/Applicant Management']","['339', '339 rcs', 'pii', 'encrypt email alternative']",File,Word Doc
a05176fa-6232-4cca-915f-712247419a81.json,Excellent Example of Leadership 'Get Out' Speech,"After an incident involved racist graffiti at the US Air Force Academy, Lieutenant General Jay Silveria made a fiery speech to the cadets.  Excellent example of a leader getting in front of a situation and putting his face to it.","['Acquisition Hub->Program Management->Leadership', 'Acquisition Hub->Program Management->Leadership->Leading People', 'Acquisition Hub->Program Management->Leadership->Soft Skills']",['leadership diversity culture'],Web Resource,Web Page
a2857a07-5ff0-414e-a647-a8f8fe5277d2.json,Avolve Learning Path Assessment ,"Test what you have learned from the ""Avolve Users Guide"" Learning Path by completing this quick PowerPoint-based multiple choice assessment. ","['Avolve Hub->Contributing Content', 'Avolve Hub->Getting Started', 'Avolve Hub->Learning Paths', 'Avolve Hub->How to Use Avolve', 'Avolve Hub->All About Hubs', 'Avolve Hub']","['avolve', 'avolve assessment', 'avolve tutorials', 'learning paths']",File,PPT
